20,6,p
20,7,p
20,8,p
20,9,p
20,10,p
20,11,p
20,12,w
20,13,w
20,14,p
20,15,p
20,16,p
20,17,p
20,18,p
20,19,p
20,20,p
20,21,p
20,22,p
20,23,p
20,24,p
20,25,p
20,26,p
20,27,w
21,0,w
21,1,p
21,2,w
21,3,w
21,4,w
21,5,w
21,6,p
21,7,w
21,8,w
21,9,w
21,10,w
21,11,w
21,12,p
21,13,w
21,14,w
21,15,p
21,16,w
21,17,w
21,18,w
21,19,w
21,20,w
21,21,p
21,22,w
21,23,w
21,24,w
21,25,w
21,26,p
21,27,w
22,0,w
22,1,p
22,2,w
22,3,w
22,4,w
22,5,w
22,6,p
22,7,w
22,8,w
22,9,w
22,10,w
22,11,w
22,12,p
22,13,w
22,14,w
22,15,p
22,16,w
22,17,w
22,18,w
22,19,w
22,20,w
22,21,p
22,22,w
22,23,w
22,24,w
22,25,w
22,26,p
22,27,w
23,0,w
23,1,s
23,2,p
23,3,p
23,4,W
23,5,W
23,6,p
23,7,p
23,8,p
23,9,p
23,10,p
23,11,p
23,12,P
23,13,e
23,14,e
23,15,p
23,16,p
23,17,p
23,18,p
23,19,p
23,20,p
23,21,p
23,22,w
23,23,w
23,24,p
23,25,p
23,26,s
23,27,w
24,0,w
24,1,w
24,2,w
24,3,p
24,4,w
24,5,w
24,6,p
24,7,w
24,8,w
24,9,p
24,10,w
24,11,w
24,12,w
24,13,w
24,14,w
24,15,w
24,16,w
24,17,w
24,18,p
24,19,w
24,20,w
24,21,p
24,22,w
24,23,w
24,24,p
24,25,w
24,26,w
24,27,w
25,0,w
25,1,w
25,2,w
25,3,p
25,4,w
25,5,w
25,6,p
25,7,w
25,8,w
25,9,p
25,10,w
25,11,w
25,12,w
25,13,w
25,14,w
25,15,w
25,16,w
25,17,w
25,18,p
25,19,w
25,20,w
25,21,p
25,22,w
25,23,w
25,24,p
25,25,w
25,26,w
25,27,w
26,0,w
26,1,p
26,2,p
26,3,p
26,4,p
26,5,p
26,6,p
26,7,w
26,8,w
26,9,p
26,10,p
26,11,p
26,12,p
26,13,w
26,14,w
26,15,p
26,16,p
26,17,p
26,18,p
26,19,w
26,20,w
26,21,p
26,22,p
26,23,p
26,24,p
26,25,p
26,26,p
26,27,w
27,0,w
27,1,p
27,2,w
27,3,w
27,4,w
27,5,w
27,6,w
27,7,w
27,8,w
27,9,w
27,10,w
27,11,w
27,12,p
27,13,w
27,14,w
27,15,p
27,16,w
27,17,w
27,18,w
27,19,w
27,20,w
27,21,w
27,22,w
27,23,w
27,24,w
27,25,w
27,26,p
27,27,w
28,0,w
28,1,p
28,2,w
28,3,w
28,4,w
28,5,w
28,6,w
28,7,w
28,8,w
28,9,w
28,10,w
28,11,w
28,12,p
28,13,w
28,14,w
28,15,p
28,16,w
28,17,w
28,18,w
28,19,w
28,20,w
28,21,w
28,22,w
28,23,w
28,24,w
28,25,w
28,26,p
28,27,w
29,0,w
29,1,p
29,2,p
29,3,p
29,4,p
29,5,p
29,6,p
29,7,p
29,8,p
29,9,p
29,10,p
29,11,p
29,12,p
29,13,p
29,14,p
29,15,p
29,16,p
29,17,p
29,18,p
29,19,p
29,20,p
29,21,p
29,22,p
29,23,p
29,24,p
29,25,p
29,26,p
29,27,w
30,0,w
30,1,w
30,2,w
30,3,w
30,4,w
30,5,w
30,6,w
30,7,w
30,8,w
30,9,w
30,10,w
30,11,w
30,12,w
30,13,w
30,14,w
30,15,w
30,16,w
30,17,w
30,18,w
30,19,w
30,20,w
30,21,w
30,22,w
30,23,w
30,24,w
30,25,w
30,26,w
30,27,w
